

		----------------------- K = 1 ---------------


Day 96 	#Susceptible = 29 	#Infected = 19 (+0) 	#Recovered = 9952 (+3)
Day 97 	#Susceptible = 29 	#Infected = 17 (+0) 	#Recovered = 9954 (+2)
Day 98 	#Susceptible = 29 	#Infected = 16 (+0) 	#Recovered = 9955 (+1)
Day 99 	#Susceptible = 29 	#Infected = 15 (+0) 	#Recovered = 9956 (+1)
Day 100 	#Susceptible = 29 	#Infected = 14 (+0) 	#Recovered = 9957 (+1)
R0 4.215686274509804
R at peak infection day 0.1500427472214306


		----------------------- K = 4 ---------------


Day 0 	#Susceptible = 9995 	#Infected = 5 (+0) 	#Recovered = 0 (+0)
Day 1 	#Susceptible = 9990 	#Infected = 10 (+5) 	#Recovered = 0 (+0)
Day 2 	#Susceptible = 9979 	#Infected = 20 (+11) 	#Recovered = 1 (+1)
Day 3 	#Susceptible = 9953 	#Infected = 44 (+26) 	#Recovered = 3 (+2)
Day 4 	#Susceptible = 9900 	#Infected = 93 (+53) 	#Recovered = 7 (+4)
Day 5 	#Susceptible = 9769 	#Infected = 218 (+131) 	#Recovered = 13 (+6)
Day 6 	#Susceptible = 9475 	#Infected = 500 (+294) 	#Recovered = 25 (+12)
Day 7 	#Susceptible = 8863 	#Infected = 1081 (+612) 	#Recovered = 56 (+31)
Day 8 	#Susceptible = 7804 	#Infected = 2069 (+1059) 	#Recovered = 127 (+71)
Day 9 	#Susceptible = 6366 	#Infected = 3361 (+1438) 	#Recovered = 273 (+146)
Day 10 	#Susceptible = 4824 	#Infected = 4674 (+1542) 	#Recovered = 502 (+229)
Day 11 	#Susceptible = 3490 	#Infected = 5662 (+1334) 	#Recovered = 848 (+346)
Day 12 	#Susceptible = 2410 	#Infected = 6400 (+1080) 	#Recovered = 1190 (+342)
Day 13 	#Susceptible = 1718 	#Infected = 6654 (+692) 	#Recovered = 1628 (+438)
Day 14 	#Susceptible = 1229 	#Infected = 6676 (+489) 	#Recovered = 2095 (+467)
Day 15 	#Susceptible = 899 	#Infected = 6509 (+330) 	#Recovered = 2592 (+497)
Day 16 	#Susceptible = 643 	#Infected = 6250 (+256) 	#Recovered = 3107 (+515)
Day 17 	#Susceptible = 479 	#Infected = 5974 (+164) 	#Recovered = 3547 (+440)
Day 18 	#Susceptible = 349 	#Infected = 5679 (+130) 	#Recovered = 3972 (+425)
Day 19 	#Susceptible = 266 	#Infected = 5375 (+83) 	#Recovered = 4359 (+387)
Day 20 	#Susceptible = 221 	#Infected = 5021 (+45) 	#Recovered = 4758 (+399)
Day 21 	#Susceptible = 180 	#Infected = 4675 (+41) 	#Recovered = 5145 (+387)
Day 22 	#Susceptible = 151 	#Infected = 4403 (+29) 	#Recovered = 5446 (+301)
Day 23 	#Susceptible = 126 	#Infected = 4123 (+25) 	#Recovered = 5751 (+305)
Day 24 	#Susceptible = 109 	#Infected = 3851 (+17) 	#Recovered = 6040 (+289)
Day 25 	#Susceptible = 97 	#Infected = 3591 (+12) 	#Recovered = 6312 (+272)
Day 26 	#Susceptible = 90 	#Infected = 3347 (+7) 	#Recovered = 6563 (+251)
Day 27 	#Susceptible = 83 	#Infected = 3103 (+7) 	#Recovered = 6814 (+251)
Day 28 	#Susceptible = 73 	#Infected = 2919 (+10) 	#Recovered = 7008 (+194)
Day 29 	#Susceptible = 67 	#Infected = 2716 (+6) 	#Recovered = 7217 (+209)
Day 30 	#Susceptible = 64 	#Infected = 2516 (+3) 	#Recovered = 7420 (+203)
Day 31 	#Susceptible = 61 	#Infected = 2316 (+3) 	#Recovered = 7623 (+203)
Day 32 	#Susceptible = 55 	#Infected = 2161 (+6) 	#Recovered = 7784 (+161)
Day 33 	#Susceptible = 52 	#Infected = 2022 (+3) 	#Recovered = 7926 (+142)
Day 34 	#Susceptible = 50 	#Infected = 1899 (+2) 	#Recovered = 8051 (+125)
Day 35 	#Susceptible = 47 	#Infected = 1777 (+3) 	#Recovered = 8176 (+125)
Day 36 	#Susceptible = 45 	#Infected = 1674 (+2) 	#Recovered = 8281 (+105)
Day 37 	#Susceptible = 42 	#Infected = 1558 (+3) 	#Recovered = 8400 (+119)
Day 38 	#Susceptible = 39 	#Infected = 1444 (+3) 	#Recovered = 8517 (+117)
Day 39 	#Susceptible = 37 	#Infected = 1332 (+2) 	#Recovered = 8631 (+114)
Day 40 	#Susceptible = 35 	#Infected = 1234 (+2) 	#Recovered = 8731 (+100)
Day 41 	#Susceptible = 34 	#Infected = 1135 (+1) 	#Recovered = 8831 (+100)
Day 42 	#Susceptible = 33 	#Infected = 1057 (+1) 	#Recovered = 8910 (+79)
Day 43 	#Susceptible = 33 	#Infected = 970 (+0) 	#Recovered = 8997 (+87)
Day 44 	#Susceptible = 32 	#Infected = 902 (+1) 	#Recovered = 9066 (+69)
Day 45 	#Susceptible = 31 	#Infected = 851 (+1) 	#Recovered = 9118 (+52)
Day 46 	#Susceptible = 30 	#Infected = 790 (+1) 	#Recovered = 9180 (+62)
Day 47 	#Susceptible = 30 	#Infected = 733 (+0) 	#Recovered = 9237 (+57)
Day 48 	#Susceptible = 30 	#Infected = 691 (+0) 	#Recovered = 9279 (+42)
Day 49 	#Susceptible = 30 	#Infected = 633 (+0) 	#Recovered = 9337 (+58)
Day 50 	#Susceptible = 29 	#Infected = 601 (+1) 	#Recovered = 9370 (+33)
Day 51 	#Susceptible = 28 	#Infected = 545 (+1) 	#Recovered = 9427 (+57)
Day 52 	#Susceptible = 26 	#Infected = 509 (+2) 	#Recovered = 9465 (+38)
Day 53 	#Susceptible = 26 	#Infected = 477 (+0) 	#Recovered = 9497 (+32)
Day 54 	#Susceptible = 26 	#Infected = 441 (+0) 	#Recovered = 9533 (+36)
Day 55 	#Susceptible = 26 	#Infected = 421 (+0) 	#Recovered = 9553 (+20)
Day 56 	#Susceptible = 26 	#Infected = 395 (+0) 	#Recovered = 9579 (+26)
Day 57 	#Susceptible = 26 	#Infected = 366 (+0) 	#Recovered = 9608 (+29)
Day 58 	#Susceptible = 26 	#Infected = 341 (+0) 	#Recovered = 9633 (+25)
Day 59 	#Susceptible = 26 	#Infected = 314 (+0) 	#Recovered = 9660 (+27)
Day 60 	#Susceptible = 26 	#Infected = 292 (+0) 	#Recovered = 9682 (+22)
Day 61 	#Susceptible = 26 	#Infected = 270 (+0) 	#Recovered = 9704 (+22)
Day 62 	#Susceptible = 26 	#Infected = 248 (+0) 	#Recovered = 9726 (+22)
Day 63 	#Susceptible = 26 	#Infected = 236 (+0) 	#Recovered = 9738 (+12)
Day 64 	#Susceptible = 26 	#Infected = 214 (+0) 	#Recovered = 9760 (+22)
Day 65 	#Susceptible = 26 	#Infected = 191 (+0) 	#Recovered = 9783 (+23)
Day 66 	#Susceptible = 26 	#Infected = 177 (+0) 	#Recovered = 9797 (+14)
Day 67 	#Susceptible = 25 	#Infected = 169 (+1) 	#Recovered = 9806 (+9)
Day 68 	#Susceptible = 25 	#Infected = 159 (+0) 	#Recovered = 9816 (+10)
Day 69 	#Susceptible = 25 	#Infected = 154 (+0) 	#Recovered = 9821 (+5)
Day 70 	#Susceptible = 25 	#Infected = 142 (+0) 	#Recovered = 9833 (+12)
Day 71 	#Susceptible = 25 	#Infected = 135 (+0) 	#Recovered = 9840 (+7)
Day 72 	#Susceptible = 25 	#Infected = 124 (+0) 	#Recovered = 9851 (+11)
Day 73 	#Susceptible = 25 	#Infected = 113 (+0) 	#Recovered = 9862 (+11)
Day 74 	#Susceptible = 25 	#Infected = 109 (+0) 	#Recovered = 9866 (+4)
Day 75 	#Susceptible = 25 	#Infected = 98 (+0) 	#Recovered = 9877 (+11)
Day 76 	#Susceptible = 25 	#Infected = 92 (+0) 	#Recovered = 9883 (+6)
Day 77 	#Susceptible = 25 	#Infected = 83 (+0) 	#Recovered = 9892 (+9)
Day 78 	#Susceptible = 25 	#Infected = 81 (+0) 	#Recovered = 9894 (+2)
Day 79 	#Susceptible = 25 	#Infected = 72 (+0) 	#Recovered = 9903 (+9)
Day 80 	#Susceptible = 25 	#Infected = 70 (+0) 	#Recovered = 9905 (+2)
Day 81 	#Susceptible = 25 	#Infected = 65 (+0) 	#Recovered = 9910 (+5)
Day 82 	#Susceptible = 25 	#Infected = 59 (+0) 	#Recovered = 9916 (+6)
Day 83 	#Susceptible = 25 	#Infected = 54 (+0) 	#Recovered = 9921 (+5)
Day 84 	#Susceptible = 25 	#Infected = 51 (+0) 	#Recovered = 9924 (+3)
Day 85 	#Susceptible = 25 	#Infected = 50 (+0) 	#Recovered = 9925 (+1)
Day 86 	#Susceptible = 25 	#Infected = 46 (+0) 	#Recovered = 9929 (+4)
Day 87 	#Susceptible = 25 	#Infected = 41 (+0) 	#Recovered = 9934 (+5)
Day 88 	#Susceptible = 25 	#Infected = 34 (+0) 	#Recovered = 9941 (+7)
Day 89 	#Susceptible = 25 	#Infected = 30 (+0) 	#Recovered = 9945 (+4)
Day 90 	#Susceptible = 25 	#Infected = 27 (+0) 	#Recovered = 9948 (+3)
Day 91 	#Susceptible = 25 	#Infected = 25 (+0) 	#Recovered = 9950 (+2)
Day 92 	#Susceptible = 25 	#Infected = 23 (+0) 	#Recovered = 9952 (+2)
Day 93 	#Susceptible = 25 	#Infected = 23 (+0) 	#Recovered = 9952 (+0)
Day 94 	#Susceptible = 25 	#Infected = 21 (+0) 	#Recovered = 9954 (+2)
Day 95 	#Susceptible = 25 	#Infected = 21 (+0) 	#Recovered = 9954 (+0)
Day 96 	#Susceptible = 25 	#Infected = 19 (+0) 	#Recovered = 9956 (+2)
Day 97 	#Susceptible = 25 	#Infected = 17 (+0) 	#Recovered = 9958 (+2)
Day 98 	#Susceptible = 25 	#Infected = 15 (+0) 	#Recovered = 9960 (+2)
Day 99 	#Susceptible = 25 	#Infected = 13 (+0) 	#Recovered = 9962 (+2)
Day 100 	#Susceptible = 25 	#Infected = 12 (+0) 	#Recovered = 9963 (+1)
R0 4.973214285714286
R at peak infection day 0.15777684446311074


		----------------------- K = 5 ---------------


Day 0 	#Susceptible = 9995 	#Infected = 5 (+0) 	#Recovered = 0 (+0)
Day 1 	#Susceptible = 9992 	#Infected = 7 (+3) 	#Recovered = 1 (+1)
Day 2 	#Susceptible = 9980 	#Infected = 19 (+12) 	#Recovered = 1 (+0)
Day 3 	#Susceptible = 9944 	#Infected = 53 (+36) 	#Recovered = 3 (+2)
Day 4 	#Susceptible = 9860 	#Infected = 136 (+84) 	#Recovered = 4 (+1)
Day 5 	#Susceptible = 9636 	#Infected = 351 (+224) 	#Recovered = 13 (+9)
Day 6 	#Susceptible = 9218 	#Infected = 745 (+418) 	#Recovered = 37 (+24)
Day 7 	#Susceptible = 8388 	#Infected = 1518 (+830) 	#Recovered = 94 (+57)
Day 8 	#Susceptible = 7092 	#Infected = 2710 (+1296) 	#Recovered = 198 (+104)
Day 9 	#Susceptible = 5628 	#Infected = 3990 (+1464) 	#Recovered = 382 (+184)
Day 10 	#Susceptible = 4140 	#Infected = 5203 (+1488) 	#Recovered = 657 (+275)
Day 11 	#Susceptible = 2951 	#Infected = 6015 (+1189) 	#Recovered = 1034 (+377)
Day 12 	#Susceptible = 2055 	#Infected = 6502 (+896) 	#Recovered = 1443 (+409)
Day 13 	#Susceptible = 1425 	#Infected = 6673 (+630) 	#Recovered = 1902 (+459)
Day 14 	#Susceptible = 1022 	#Infected = 6609 (+403) 	#Recovered = 2369 (+467)
Day 15 	#Susceptible = 743 	#Infected = 6368 (+279) 	#Recovered = 2889 (+520)
Day 16 	#Susceptible = 554 	#Infected = 6111 (+189) 	#Recovered = 3335 (+446)
Day 17 	#Susceptible = 427 	#Infected = 5795 (+127) 	#Recovered = 3778 (+443)
Day 18 	#Susceptible = 335 	#Infected = 5466 (+92) 	#Recovered = 4199 (+421)
Day 19 	#Susceptible = 260 	#Infected = 5148 (+75) 	#Recovered = 4592 (+393)
Day 20 	#Susceptible = 222 	#Infected = 4847 (+38) 	#Recovered = 4931 (+339)
Day 21 	#Susceptible = 186 	#Infected = 4545 (+36) 	#Recovered = 5269 (+338)
Day 22 	#Susceptible = 156 	#Infected = 4213 (+30) 	#Recovered = 5631 (+362)
Day 23 	#Susceptible = 130 	#Infected = 3944 (+26) 	#Recovered = 5926 (+295)
Day 24 	#Susceptible = 110 	#Infected = 3673 (+20) 	#Recovered = 6217 (+291)
Day 25 	#Susceptible = 102 	#Infected = 3406 (+8) 	#Recovered = 6492 (+275)
Day 26 	#Susceptible = 95 	#Infected = 3175 (+7) 	#Recovered = 6730 (+238)
Day 27 	#Susceptible = 83 	#Infected = 2957 (+12) 	#Recovered = 6960 (+230)
Day 28 	#Susceptible = 75 	#Infected = 2751 (+8) 	#Recovered = 7174 (+214)
Day 29 	#Susceptible = 62 	#Infected = 2555 (+13) 	#Recovered = 7383 (+209)
Day 30 	#Susceptible = 58 	#Infected = 2368 (+4) 	#Recovered = 7574 (+191)
Day 31 	#Susceptible = 52 	#Infected = 2214 (+6) 	#Recovered = 7734 (+160)
Day 32 	#Susceptible = 50 	#Infected = 2080 (+2) 	#Recovered = 7870 (+136)
Day 33 	#Susceptible = 46 	#Infected = 1945 (+4) 	#Recovered = 8009 (+139)
Day 34 	#Susceptible = 45 	#Infected = 1807 (+1) 	#Recovered = 8148 (+139)
Day 35 	#Susceptible = 41 	#Infected = 1684 (+4) 	#Recovered = 8275 (+127)
Day 36 	#Susceptible = 40 	#Infected = 1576 (+1) 	#Recovered = 8384 (+109)
Day 37 	#Susceptible = 39 	#Infected = 1465 (+1) 	#Recovered = 8496 (+112)
Day 38 	#Susceptible = 35 	#Infected = 1370 (+4) 	#Recovered = 8595 (+99)
Day 39 	#Susceptible = 34 	#Infected = 1283 (+1) 	#Recovered = 8683 (+88)
Day 40 	#Susceptible = 33 	#Infected = 1199 (+1) 	#Recovered = 8768 (+85)
Day 41 	#Susceptible = 31 	#Infected = 1118 (+2) 	#Recovered = 8851 (+83)
Day 42 	#Susceptible = 30 	#Infected = 1049 (+1) 	#Recovered = 8921 (+70)
Day 43 	#Susceptible = 30 	#Infected = 974 (+0) 	#Recovered = 8996 (+75)
Day 44 	#Susceptible = 30 	#Infected = 899 (+0) 	#Recovered = 9071 (+75)
Day 45 	#Susceptible = 30 	#Infected = 839 (+0) 	#Recovered = 9131 (+60)
Day 46 	#Susceptible = 30 	#Infected = 777 (+0) 	#Recovered = 9193 (+62)
Day 47 	#Susceptible = 30 	#Infected = 716 (+0) 	#Recovered = 9254 (+61)
Day 48 	#Susceptible = 30 	#Infected = 671 (+0) 	#Recovered = 9299 (+45)
Day 49 	#Susceptible = 30 	#Infected = 622 (+0) 	#Recovered = 9348 (+49)
Day 50 	#Susceptible = 29 	#Infected = 582 (+1) 	#Recovered = 9389 (+41)
Day 51 	#Susceptible = 29 	#Infected = 547 (+0) 	#Recovered = 9424 (+35)
Day 52 	#Susceptible = 29 	#Infected = 510 (+0) 	#Recovered = 9461 (+37)
Day 53 	#Susceptible = 29 	#Infected = 479 (+0) 	#Recovered = 9492 (+31)
Day 54 	#Susceptible = 29 	#Infected = 449 (+0) 	#Recovered = 9522 (+30)
Day 55 	#Susceptible = 29 	#Infected = 414 (+0) 	#Recovered = 9557 (+35)
Day 56 	#Susceptible = 29 	#Infected = 384 (+0) 	#Recovered = 9587 (+30)
Day 57 	#Susceptible = 29 	#Infected = 362 (+0) 	#Recovered = 9609 (+22)
Day 58 	#Susceptible = 29 	#Infected = 336 (+0) 	#Recovered = 9635 (+26)
Day 59 	#Susceptible = 29 	#Infected = 312 (+0) 	#Recovered = 9659 (+24)
Day 60 	#Susceptible = 29 	#Infected = 282 (+0) 	#Recovered = 9689 (+30)
Day 61 	#Susceptible = 28 	#Infected = 269 (+1) 	#Recovered = 9703 (+14)
Day 62 	#Susceptible = 28 	#Infected = 252 (+0) 	#Recovered = 9720 (+17)
Day 63 	#Susceptible = 28 	#Infected = 233 (+0) 	#Recovered = 9739 (+19)
Day 64 	#Susceptible = 28 	#Infected = 220 (+0) 	#Recovered = 9752 (+13)
Day 65 	#Susceptible = 28 	#Infected = 202 (+0) 	#Recovered = 9770 (+18)
Day 66 	#Susceptible = 28 	#Infected = 189 (+0) 	#Recovered = 9783 (+13)
Day 67 	#Susceptible = 28 	#Infected = 170 (+0) 	#Recovered = 9802 (+19)
Day 68 	#Susceptible = 28 	#Infected = 159 (+0) 	#Recovered = 9813 (+11)
Day 69 	#Susceptible = 28 	#Infected = 148 (+0) 	#Recovered = 9824 (+11)
Day 70 	#Susceptible = 28 	#Infected = 131 (+0) 	#Recovered = 9841 (+17)
Day 71 	#Susceptible = 28 	#Infected = 122 (+0) 	#Recovered = 9850 (+9)
Day 72 	#Susceptible = 28 	#Infected = 113 (+0) 	#Recovered = 9859 (+9)
Day 73 	#Susceptible = 28 	#Infected = 105 (+0) 	#Recovered = 9867 (+8)
Day 74 	#Susceptible = 28 	#Infected = 94 (+0) 	#Recovered = 9878 (+11)
Day 75 	#Susceptible = 28 	#Infected = 87 (+0) 	#Recovered = 9885 (+7)
Day 76 	#Susceptible = 28 	#Infected = 82 (+0) 	#Recovered = 9890 (+5)
Day 77 	#Susceptible = 28 	#Infected = 79 (+0) 	#Recovered = 9893 (+3)
Day 78 	#Susceptible = 28 	#Infected = 72 (+0) 	#Recovered = 9900 (+7)
Day 79 	#Susceptible = 28 	#Infected = 68 (+0) 	#Recovered = 9904 (+4)
Day 80 	#Susceptible = 28 	#Infected = 63 (+0) 	#Recovered = 9909 (+5)
Day 81 	#Susceptible = 28 	#Infected = 54 (+0) 	#Recovered = 9918 (+9)
Day 82 	#Susceptible = 28 	#Infected = 50 (+0) 	#Recovered = 9922 (+4)
Day 83 	#Susceptible = 28 	#Infected = 48 (+0) 	#Recovered = 9924 (+2)
Day 84 	#Susceptible = 28 	#Infected = 43 (+0) 	#Recovered = 9929 (+5)
Day 85 	#Susceptible = 28 	#Infected = 39 (+0) 	#Recovered = 9933 (+4)
Day 86 	#Susceptible = 28 	#Infected = 38 (+0) 	#Recovered = 9934 (+1)
Day 87 	#Susceptible = 28 	#Infected = 36 (+0) 	#Recovered = 9936 (+2)
Day 88 	#Susceptible = 28 	#Infected = 34 (+0) 	#Recovered = 9938 (+2)
Day 89 	#Susceptible = 28 	#Infected = 33 (+0) 	#Recovered = 9939 (+1)
Day 90 	#Susceptible = 28 	#Infected = 33 (+0) 	#Recovered = 9939 (+0)
Day 91 	#Susceptible = 28 	#Infected = 30 (+0) 	#Recovered = 9942 (+3)
Day 92 	#Susceptible = 28 	#Infected = 26 (+0) 	#Recovered = 9946 (+4)
Day 93 	#Susceptible = 28 	#Infected = 26 (+0) 	#Recovered = 9946 (+0)
Day 94 	#Susceptible = 28 	#Infected = 25 (+0) 	#Recovered = 9947 (+1)
Day 95 	#Susceptible = 28 	#Infected = 23 (+0) 	#Recovered = 9949 (+2)
Day 96 	#Susceptible = 28 	#Infected = 22 (+0) 	#Recovered = 9950 (+1)
Day 97 	#Susceptible = 28 	#Infected = 20 (+0) 	#Recovered = 9952 (+2)
Day 98 	#Susceptible = 28 	#Infected = 20 (+0) 	#Recovered = 9952 (+0)
Day 99 	#Susceptible = 28 	#Infected = 18 (+0) 	#Recovered = 9954 (+2)
Day 100 	#Susceptible = 28 	#Infected = 17 (+0) 	#Recovered = 9955 (+1)
R0 4.386111111111111
R at peak infection day 0.18227706113292205


		----------------------- K = 6 ---------------


Day 0 	#Susceptible = 9995 	#Infected = 5 (+0) 	#Recovered = 0 (+0)
Day 1 	#Susceptible = 9990 	#Infected = 9 (+5) 	#Recovered = 1 (+1)
Day 2 	#Susceptible = 9977 	#Infected = 20 (+13) 	#Recovered = 3 (+2)
Day 3 	#Susceptible = 9956 	#Infected = 41 (+21) 	#Recovered = 3 (+0)
Day 4 	#Susceptible = 9921 	#Infected = 73 (+35) 	#Recovered = 6 (+3)
Day 5 	#Susceptible = 9838 	#Infected = 153 (+83) 	#Recovered = 9 (+3)
Day 6 	#Susceptible = 9673 	#Infected = 309 (+165) 	#Recovered = 18 (+9)
Day 7 	#Susceptible = 9258 	#Infected = 697 (+415) 	#Recovered = 45 (+27)
Day 8 	#Susceptible = 8526 	#Infected = 1381 (+732) 	#Recovered = 93 (+48)
Day 9 	#Susceptible = 7333 	#Infected = 2485 (+1193) 	#Recovered = 182 (+89)
Day 10 	#Susceptible = 5874 	#Infected = 3777 (+1459) 	#Recovered = 349 (+167)
Day 11 	#Susceptible = 4449 	#Infected = 4940 (+1425) 	#Recovered = 611 (+262)
Day 12 	#Susceptible = 3206 	#Infected = 5822 (+1243) 	#Recovered = 972 (+361)
Day 13 	#Susceptible = 2280 	#Infected = 6351 (+926) 	#Recovered = 1369 (+397)
Day 14 	#Susceptible = 1618 	#Infected = 6560 (+662) 	#Recovered = 1822 (+453)
Day 15 	#Susceptible = 1165 	#Infected = 6552 (+453) 	#Recovered = 2283 (+461)
Day 16 	#Susceptible = 857 	#Infected = 6412 (+308) 	#Recovered = 2731 (+448)
Day 17 	#Susceptible = 635 	#Infected = 6152 (+222) 	#Recovered = 3213 (+482)
Day 18 	#Susceptible = 461 	#Infected = 5861 (+174) 	#Recovered = 3678 (+465)
Day 19 	#Susceptible = 348 	#Infected = 5582 (+113) 	#Recovered = 4070 (+392)
Day 20 	#Susceptible = 280 	#Infected = 5251 (+68) 	#Recovered = 4469 (+399)
Day 21 	#Susceptible = 221 	#Infected = 4920 (+59) 	#Recovered = 4859 (+390)
Day 22 	#Susceptible = 188 	#Infected = 4590 (+33) 	#Recovered = 5222 (+363)
Day 23 	#Susceptible = 167 	#Infected = 4299 (+21) 	#Recovered = 5534 (+312)
Day 24 	#Susceptible = 144 	#Infected = 3994 (+23) 	#Recovered = 5862 (+328)
Day 25 	#Susceptible = 115 	#Infected = 3742 (+29) 	#Recovered = 6143 (+281)
Day 26 	#Susceptible = 106 	#Infected = 3503 (+9) 	#Recovered = 6391 (+248)
Day 27 	#Susceptible = 95 	#Infected = 3283 (+11) 	#Recovered = 6622 (+231)
Day 28 	#Susceptible = 90 	#Infected = 3069 (+5) 	#Recovered = 6841 (+219)
Day 29 	#Susceptible = 82 	#Infected = 2870 (+8) 	#Recovered = 7048 (+207)
Day 30 	#Susceptible = 78 	#Infected = 2679 (+4) 	#Recovered = 7243 (+195)
Day 31 	#Susceptible = 71 	#Infected = 2475 (+7) 	#Recovered = 7454 (+211)
Day 32 	#Susceptible = 63 	#Infected = 2323 (+8) 	#Recovered = 7614 (+160)
Day 33 	#Susceptible = 60 	#Infected = 2160 (+3) 	#Recovered = 7780 (+166)
Day 34 	#Susceptible = 59 	#Infected = 2023 (+1) 	#Recovered = 7918 (+138)
Day 35 	#Susceptible = 59 	#Infected = 1872 (+0) 	#Recovered = 8069 (+151)
Day 36 	#Susceptible = 57 	#Infected = 1716 (+2) 	#Recovered = 8227 (+158)
Day 37 	#Susceptible = 55 	#Infected = 1595 (+2) 	#Recovered = 8350 (+123)
Day 38 	#Susceptible = 51 	#Infected = 1486 (+4) 	#Recovered = 8463 (+113)
Day 39 	#Susceptible = 50 	#Infected = 1390 (+1) 	#Recovered = 8560 (+97)
Day 40 	#Susceptible = 47 	#Infected = 1302 (+3) 	#Recovered = 8651 (+91)
Day 41 	#Susceptible = 46 	#Infected = 1196 (+1) 	#Recovered = 8758 (+107)
Day 42 	#Susceptible = 46 	#Infected = 1108 (+0) 	#Recovered = 8846 (+88)
Day 43 	#Susceptible = 43 	#Infected = 1034 (+3) 	#Recovered = 8923 (+77)
Day 44 	#Susceptible = 43 	#Infected = 963 (+0) 	#Recovered = 8994 (+71)
Day 45 	#Susceptible = 43 	#Infected = 896 (+0) 	#Recovered = 9061 (+67)
Day 46 	#Susceptible = 43 	#Infected = 826 (+0) 	#Recovered = 9131 (+70)
Day 47 	#Susceptible = 43 	#Infected = 765 (+0) 	#Recovered = 9192 (+61)
Day 48 	#Susceptible = 41 	#Infected = 715 (+2) 	#Recovered = 9244 (+52)
Day 49 	#Susceptible = 41 	#Infected = 657 (+0) 	#Recovered = 9302 (+58)
Day 50 	#Susceptible = 41 	#Infected = 608 (+0) 	#Recovered = 9351 (+49)
Day 51 	#Susceptible = 40 	#Infected = 563 (+1) 	#Recovered = 9397 (+46)
Day 52 	#Susceptible = 39 	#Infected = 519 (+1) 	#Recovered = 9442 (+45)
Day 53 	#Susceptible = 39 	#Infected = 477 (+0) 	#Recovered = 9484 (+42)
Day 54 	#Susceptible = 38 	#Infected = 441 (+1) 	#Recovered = 9521 (+37)
Day 55 	#Susceptible = 38 	#Infected = 411 (+0) 	#Recovered = 9551 (+30)
Day 56 	#Susceptible = 38 	#Infected = 386 (+0) 	#Recovered = 9576 (+25)
Day 57 	#Susceptible = 38 	#Infected = 360 (+0) 	#Recovered = 9602 (+26)
Day 58 	#Susceptible = 38 	#Infected = 330 (+0) 	#Recovered = 9632 (+30)
Day 59 	#Susceptible = 38 	#Infected = 296 (+0) 	#Recovered = 9666 (+34)
Day 60 	#Susceptible = 38 	#Infected = 280 (+0) 	#Recovered = 9682 (+16)
Day 61 	#Susceptible = 38 	#Infected = 261 (+0) 	#Recovered = 9701 (+19)
Day 62 	#Susceptible = 38 	#Infected = 248 (+0) 	#Recovered = 9714 (+13)
Day 63 	#Susceptible = 38 	#Infected = 231 (+0) 	#Recovered = 9731 (+17)
Day 64 	#Susceptible = 38 	#Infected = 213 (+0) 	#Recovered = 9749 (+18)
Day 65 	#Susceptible = 38 	#Infected = 199 (+0) 	#Recovered = 9763 (+14)
Day 66 	#Susceptible = 38 	#Infected = 184 (+0) 	#Recovered = 9778 (+15)
Day 67 	#Susceptible = 38 	#Infected = 172 (+0) 	#Recovered = 9790 (+12)
Day 68 	#Susceptible = 38 	#Infected = 152 (+0) 	#Recovered = 9810 (+20)
Day 69 	#Susceptible = 38 	#Infected = 138 (+0) 	#Recovered = 9824 (+14)
Day 70 	#Susceptible = 38 	#Infected = 132 (+0) 	#Recovered = 9830 (+6)
Day 71 	#Susceptible = 38 	#Infected = 123 (+0) 	#Recovered = 9839 (+9)
Day 72 	#Susceptible = 38 	#Infected = 116 (+0) 	#Recovered = 9846 (+7)
Day 73 	#Susceptible = 38 	#Infected = 114 (+0) 	#Recovered = 9848 (+2)
Day 74 	#Susceptible = 38 	#Infected = 106 (+0) 	#Recovered = 9856 (+8)
Day 75 	#Susceptible = 38 	#Infected = 100 (+0) 	#Recovered = 9862 (+6)
Day 76 	#Susceptible = 37 	#Infected = 94 (+1) 	#Recovered = 9869 (+7)
Day 77 	#Susceptible = 37 	#Infected = 87 (+0) 	#Recovered = 9876 (+7)
Day 78 	#Susceptible = 37 	#Infected = 80 (+0) 	#Recovered = 9883 (+7)
Day 79 	#Susceptible = 37 	#Infected = 73 (+0) 	#Recovered = 9890 (+7)
Day 80 	#Susceptible = 37 	#Infected = 70 (+0) 	#Recovered = 9893 (+3)
Day 81 	#Susceptible = 37 	#Infected = 66 (+0) 	#Recovered = 9897 (+4)
Day 82 	#Susceptible = 37 	#Infected = 61 (+0) 	#Recovered = 9902 (+5)
Day 83 	#Susceptible = 37 	#Infected = 58 (+0) 	#Recovered = 9905 (+3)
Day 84 	#Susceptible = 37 	#Infected = 56 (+0) 	#Recovered = 9907 (+2)
Day 85 	#Susceptible = 37 	#Infected = 53 (+0) 	#Recovered = 9910 (+3)
Day 86 	#Susceptible = 37 	#Infected = 49 (+0) 	#Recovered = 9914 (+4)
Day 87 	#Susceptible = 37 	#Infected = 48 (+0) 	#Recovered = 9915 (+1)
Day 88 	#Susceptible = 37 	#Infected = 45 (+0) 	#Recovered = 9918 (+3)
Day 89 	#Susceptible = 37 	#Infected = 43 (+0) 	#Recovered = 9920 (+2)
Day 90 	#Susceptible = 37 	#Infected = 41 (+0) 	#Recovered = 9922 (+2)
